 train         node      observed        predicted
     y             1    1.331859E-01    1.614527E-01
     y             1    3.093577E-01   -4.170176E-02
     y             1   -7.609503E-03    2.335972E-01
     y             1    3.733003E-01    3.380942E-01
     y             1    6.089280E-01    1.077802E-01
     y             1    7.252858E-01    2.586538E-01
     y             1   -1.092995E-01    1.356686E-01
     y             1    4.678674E-01    1.230546E-01
     y             1   -1.704582E-01    2.240936E-01
     y             1    1.291107E-01    2.222576E-01
     y             1    8.089716E-02    9.643004E-02
     y             1    3.167223E-01    3.225830E-01
     y             1    5.382349E-01    3.305837E-01
     y             1   -4.306271E-01    1.571737E-01
     y             1    5.960824E-01    3.646666E-01
     y             1    3.378084E-01    2.140598E-01
     y             1    4.196123E-01    1.572189E-01
     y             1    4.938086E-01    4.173059E-02
     y             1    3.943015E-01    2.695255E-01
     y             1    5.044288E-01    9.798074E-02
     y             1    1.072844E-01    1.261942E-01
     y             1    1.061872E-02    5.602593E-02
     y             1   -9.718216E-02    1.239699E-01
     y             1    9.236817E-01    1.440471E-01
     y             1   -8.211512E-01    8.278302E-02
     y             1    2.919918E-01    2.175297E-01
     y             1    2.046746E-01    1.814633E-01
     y             1    5.433722E-01    3.047941E-01
     y             1    2.906875E-01    1.895789E-01
     y             1    7.091587E-02    3.082808E-01
     y             1    4.271333E-01    2.720076E-01
     y             1   -3.257994E-01    7.462934E-02
     y             1    4.307698E-01    2.272264E-01
     y             1   -3.609862E-01    2.563237E-01
     y             1    2.715742E-01    3.006178E-01
     y             1    1.947135E-01    1.772473E-01
     y             1   -2.420618E-01    2.156751E-01
     y             1   -2.643796E-01    1.861646E-01
     y             1   -4.612953E-01    1.529876E-01
     y             1   -8.281418E-02    7.285546E-02
     y             1   -2.221811E-01    4.832776E-02
     y             1    1.833339E-01    3.097187E-01
     y             1   -8.261683E-01    1.470472E-01
     y             1    1.703375E-01    1.064698E-01
     y             1    5.920283E-02    1.155253E-01
     y             1   -3.293907E-01    2.858853E-01
     y             1    6.062396E-01    2.349697E-01
     y             1    1.466294E-01    6.998768E-02
     y             1    5.467929E-01    3.217754E-01
     y             1   -4.506073E-01    1.734638E-01
     y             1    1.856450E-01    6.383234E-02
     y             1   -3.036245E-02    1.270482E-01
     y             1    4.968774E-01    1.464725E-01
     y             1   -5.324040E-01    1.757183E-02
     y             1   -3.057226E-01    2.114817E-01
     y             1   -8.273959E-02    2.157746E-01
     y             1   -3.147549E-01    3.740537E-01
     y             1    3.080250E-01    2.285247E-01
     y             1    3.983770E-01    1.853448E-01
     y             1   -3.360039E-01    1.701483E-01
     y             1    8.234143E-01    1.274458E-01
     y             1    4.252818E-01    2.906393E-01
     y             1   -2.227352E-01    1.089613E-01
     y             1    6.818222E-01    2.118984E-01
     y             1    3.905023E-02    2.478329E-01
     y             1    8.163310E-01    1.638728E-01
     y             1    5.718203E-01    1.075620E-01
     y             1    7.240705E-01    2.330310E-01
     n             1              NA    1.146919E-01
     y             1    5.139982E-01    1.429947E-01
     y             1    5.033892E-01    9.560505E-02
     y             1    7.775497E-01    2.178600E-01
     y             1    4.348770E-01    2.877481E-01
     y             1    1.842491E-01    2.526149E-01
     y             1    8.142355E-01    3.278084E-01
     y             1    4.768190E-01    1.092127E-01
     y             1    2.402928E-01    1.592990E-01
     y             1    4.123716E-01    1.014114E-01
     y             1    8.796299E-01    2.014586E-01
     y             1    4.278457E-01    7.665959E-02
     y             1    9.520377E-01    2.227741E-01
     y             1    1.032110E+00    1.167777E-01
     y             1    4.662507E-01    1.160382E-01
     y             1    6.542528E-01    2.505533E-01
     y             1    1.552382E-01    2.411375E-01
     y             1   -3.533912E-02    2.187636E-01
     y             1   -5.359364E-02    1.058920E-01
     y             1    6.143130E-01    2.148299E-02
     y             1    4.814585E-02    6.167806E-02
     y             1    2.541401E-02    1.073887E-01
     y             1    9.428955E-02    2.029796E-01
     y             1    6.978160E-02    2.716889E-01
     n             1              NA    1.954960E-01
     y             1    4.447094E-01    1.543519E-01
     y             1    2.958394E-01    1.081490E-01
     y             1    2.408702E-01    1.182534E-01
     y             1    1.249500E-01    1.525063E-01
     y             1    3.052546E-01    8.006746E-02
     y             1    5.726487E-01    2.808264E-01
     y             1    2.628029E-01    5.553160E-02
     y             1   -2.994995E-01    2.165561E-01
     y             1    4.189824E-02    2.829016E-02
     y             1    6.591888E-01    2.040197E-01
     y             1    4.747787E-01    7.968596E-03
     y             1    5.450209E-01    2.013874E-01
     y             1    1.082930E+00    2.999339E-01
     y             1    2.413906E-01    2.787326E-01
     y             1   -8.078818E-01    1.327279E-01
     y             1    2.933917E-01    3.937239E-01
     y             1   -6.756975E-01    6.797722E-02
     y             1    8.948353E-01    1.343098E-01
     y             1    8.085918E-01    2.898712E-01
     y             1    3.403402E-01    3.486746E-01
     y             1   -2.849467E-01    1.504031E-01
     y             1    5.867843E-01    3.326971E-01
     y             1   -2.387039E-01    8.444208E-02
     y             1    3.425817E-01    2.218335E-01
     y             1    2.798533E-01    1.443614E-01
     y             1    8.832155E-02    2.407251E-01
     y             1    1.527644E-01    2.474341E-01
     y             1    8.307679E-01    3.321650E-01
     y             1   -7.476684E-02    1.932971E-01
     y             1   -1.913003E-01    1.813987E-01
     n             1              NA    2.472316E-01
     y             1    4.464832E-01    1.257181E-01
     y             1    3.009580E-01    2.424558E-01
     y             1   -9.447889E-02    3.284485E-01
     y             1    1.012264E+00    9.471608E-02
     y             1    6.085393E-01    2.116065E-02
     y             1    1.054375E+00    4.156583E-01
     y             1   -1.159229E-01    2.098975E-01
     y             1    2.743745E-01    2.331376E-01
     n             1              NA    1.546706E-01
     y             1    2.457124E-01    2.808163E-01
     y             1    2.854018E-01    5.373350E-02
     y             1    2.020743E-01    8.242213E-02
     y             1    9.274762E-02    3.834884E-01
     y             1    1.326987E-01    1.897208E-01
     y             1    5.764491E-01    1.397975E-01
     y             1   -8.018294E-01   -1.506495E-02
     y             1    7.783284E-01    2.677474E-01
     y             1   -1.740862E-01    1.381379E-01
     y             1    9.360797E-01    1.935095E-01
     y             1    3.211782E-01    2.268124E-01
     n             1              NA    2.796050E-01
     y             1   -2.460101E-01    1.661791E-01
     y             1    5.054086E-01    2.496770E-01
     y             1    2.508903E-02    3.256405E-01
     n             1              NA    2.215343E-01
     n             1              NA    8.185632E-02
     y             1   -3.475579E-01    1.549314E-01
     y             1    2.504954E-01    3.020374E-01
     y             1    3.994416E-02    3.006942E-01
     y             1    6.572237E-01    2.430959E-01
     y             1    4.545838E-01    2.746650E-01
     y             1    5.751094E-01    2.505535E-01
     y             1    5.698899E-01    1.627728E-01
     y             1   -4.339073E-02    1.467526E-01
     y             1   -9.938230E-02    2.753655E-01
     y             1    1.816294E-01    1.049295E-01
     n             1              NA    1.651000E-01
     y             1    3.676218E-01    2.891691E-01
     y             1    1.497621E-01    1.490792E-01
     y             1    6.681916E-01    1.007422E-01
     y             1   -2.215538E-01    3.894934E-02
     y             1   -2.687734E-01    1.530121E-01
     y             1    5.997244E-01    2.539930E-01
     y             1   -1.876654E-01    1.971553E-01
     n             1              NA    2.330267E-01
     y             1    2.924848E-01    2.138044E-01
     y             1    2.158941E-01    8.128014E-02
     y             1    6.978060E-01    2.961660E-01
     y             1    1.027597E-01    1.385877E-01
     y             1    5.379563E-01    2.396420E-01
     y             1   -1.765019E-01    2.595936E-01
     y             1   -2.356395E-02    7.304708E-02
     y             1   -2.672025E-01    2.284991E-01
     y             1    1.744975E-01    2.378840E-01
     n             1              NA    2.184297E-01
     y             1    4.807539E-01    1.336930E-01
     y             1    1.750811E-01   -4.830279E-02
     y             1    4.084091E-01    3.413824E-01
     y             1    5.679131E-01    9.740835E-02
     y             1   -1.989603E-01    2.120075E-01
     y             1   -4.747347E-02    2.693506E-01
     y             1   -2.731977E-01    8.755638E-02
     y             1    2.322112E-01    1.259681E-01
     y             1   -3.170831E-01    2.181653E-01
     n             1              NA    5.847430E-02
     y             1    4.159059E-01   -1.397904E-02
     y             1    4.754331E-01    2.194352E-01
     y             1    2.652519E-01    2.173558E-01
     y             1    9.519568E-02    2.056192E-01
     y             1   -1.481928E-01    2.240714E-01
     n             1              NA    1.804688E-01
     y             1   -3.228401E-01    1.719796E-01
     y             1   -5.883141E-03    1.776494E-01
     n             1              NA    3.419777E-02
     y             1    1.104146E+00    1.786942E-01
     y             1    7.111628E-02    2.469693E-01
     y             1   -1.681832E-01    1.368710E-01
     y             1    1.799385E-01    1.050371E-01
     y             1    6.147406E-01    1.750206E-01
     n             1              NA    1.074301E-01
     y             1    1.418143E-01    9.346272E-02
     y             1   -3.192809E-02    1.416343E-01
     y             1   -5.488427E-01    1.724528E-01
     y             1   -4.041777E-01    1.393773E-01
     y             1    3.594640E-01    1.883820E-02
     y             1    2.476520E-01    1.215724E-01
     y             1    5.021313E-01    2.227992E-01
     y             1   -2.298804E-01    1.907454E-01
     n             1              NA    2.691712E-01
     y             1    2.059903E-02    2.275310E-01
     y             1    8.713769E-01    3.181636E-01
     y             1    2.073099E-01    1.573372E-01
     y             1   -2.827416E-01    1.921474E-01
     y             1    1.447643E-01    2.194836E-01
     y             1    6.477573E-01    1.474655E-01
     y             1   -7.809810E-02    2.318248E-01
     y             1    5.370158E-01    2.287174E-01
     y             1    2.830833E-01    1.644162E-01
     y             1    1.407578E-01    1.027619E-01
     y             1    4.622494E-01    1.949778E-01
     y             1   -3.959800E-01    1.528630E-01
     y             1    5.959780E-01    2.152025E-01
     y             1    4.971732E-01    2.071775E-01
     y             1    4.336366E-01    8.059413E-02
     y             1    2.667607E-01    2.952098E-01
     y             1    5.923471E-01    1.784468E-01
     y             1   -2.214664E-01    3.511034E-01
     y             1    3.057632E-01    5.449776E-02
     y             1    5.101056E-01    1.805565E-01
     y             1   -8.236921E-02    1.784540E-01
     y             1    1.547595E-01    2.029126E-01
     y             1    1.742389E-03    2.135187E-01
     y             1    3.080553E-01    1.197099E-01
     y             1   -4.565725E-01    1.749932E-01
     y             1   -1.481704E-01    1.833543E-01
     y             1    1.373320E-01    2.473309E-01
     y             1    4.881796E-01    1.739667E-01
     y             1    9.043705E-01    2.332200E-01
     y             1    1.495927E-01    1.445564E-02
     y             1   -2.071889E-01   -2.924990E-03
     n             1              NA    1.387938E-01
     y             1    2.303569E-01    2.204693E-01
     y             1    3.235343E-01    1.735200E-01
     y             1    2.054706E-01    2.277987E-01
     y             1    5.391139E-01    3.823490E-01
     y             1    2.869919E-01    2.689596E-01
     y             1    7.286883E-01    2.139774E-01
     y             1   -1.214107E-01    2.676168E-01
     y             1    2.202705E-01    1.788921E-01
     y             1    5.427418E-01    7.615668E-02
     y             1    7.270695E-01    1.468864E-01
     y             1    5.186143E-01    2.614428E-01
     y             1    6.100006E-02    2.500468E-02
     y             1    3.701897E-01    1.092915E-01
     y             1    9.695692E-01    1.871629E-01
     y             1    4.254845E-01    8.150232E-02
     y             1    7.110118E-01    3.276237E-01
     y             1    1.662562E-01    1.586777E-01
     y             1    4.322831E-01    1.197274E-01
     y             1    3.937203E-01    2.671315E-01
     y             1   -2.094167E-01    1.656738E-01
     y             1    3.988127E-02    2.526350E-01
     y             1    2.941065E-01    1.465376E-01
     y             1    1.170397E-01    8.374132E-02
     y             1   -3.825645E-01    1.144323E-01
     y             1    4.513950E-01    1.774411E-01
     y             1   -5.597443E-01    1.900868E-01
     y             1   -1.030795E-01    1.987887E-01
     y             1    6.715848E-01    1.015276E-01
     y             1    1.088101E-01    1.078453E-01
     y             1    3.486709E-01    6.336262E-02
     y             1    3.228881E-01    1.916816E-01
     y             1    9.231980E-02    2.882146E-01
     y             1   -4.495305E-01    1.722900E-01
     y             1    9.125153E-02    2.681553E-01
     y             1    6.138409E-02    1.117569E-01
     y             1    1.453828E-01    2.499535E-01
     y             1    4.535461E-01    2.495570E-01
     y             1   -1.381775E+00    1.261038E-01
     y             1    3.837926E-01    2.753782E-01
     y             1   -1.530314E-01    1.793694E-01
     y             1    6.333741E-01    2.284661E-01
     y             1   -1.740674E-01    1.751414E-01
     y             1    4.911481E-01    2.933100E-01
     y             1    6.590254E-01    2.492300E-01
     y             1    1.027104E-01    1.531811E-01
     y             1    3.463030E-01    2.648835E-02
     y             1   -6.005205E-01    1.602674E-01
     y             1   -5.203775E-02    5.197308E-02
     y             1    4.397088E-01    2.109002E-01
     y             1   -2.558534E-01    1.670005E-01
     y             1   -4.971497E-01    3.618463E-01
     y             1   -9.188558E-02    1.068927E-01
     y             1   -2.810411E-03    3.021991E-01
     y             1   -6.457447E-02    1.286996E-01
     y             1   -9.251699E-02    1.587067E-01
     y             1    5.038544E-01    2.407368E-01
     y             1    6.323006E-01    2.500680E-01
     y             1    1.291672E-01    1.702292E-01
     y             1    1.732039E-01    9.665302E-02
     y             1    3.113068E-02    6.579044E-02
     y             1    4.871153E-01    2.470254E-01
     y             1    6.203649E-01    2.561838E-02
     y             1    6.137895E-01    2.933188E-01
     y             1   -1.744088E-02    1.174407E-01
     y             1    2.667027E-02    1.033117E-01
     y             1   -5.756122E-01    2.123357E-01
     y             1    4.028070E-01    2.006728E-01
     y             1   -1.469240E-01    1.385479E-01
     y             1   -3.925943E-02    2.047752E-01
     y             1    7.450796E-01    2.414034E-01
     y             1    3.192276E-01    1.554891E-01
     y             1    2.425552E-01    1.331974E-01
     y             1    5.069127E-01    8.335036E-02
     y             1    7.052451E-01    1.472805E-01
     y             1    6.995952E-01    1.618191E-01
     y             1    8.024268E-02    1.514703E-01
     y             1   -4.762726E-02    2.951838E-01
     y             1   -4.104262E-02    1.164844E-01
     y             1    5.333025E-01    3.188786E-01
     y             1   -8.381910E-01    1.537921E-01
     y             1    7.249738E-01    2.137448E-02
     y             1   -3.681473E-01    9.546300E-03
     y             1    1.354099E-01    3.206276E-01
     y             1   -5.037033E-01    1.378275E-01
     y             1    6.944626E-03    1.190376E-01
     y             1    9.802819E-02    1.467334E-01
     y             1    1.805666E-01    1.039024E-01
     y             1    6.400037E-01    2.597422E-01
     y             1   -3.324051E-01    2.474444E-01
     y             1    6.717108E-02    1.829330E-01
     y             1    2.151722E-01    1.383825E-01
     y             1    5.063054E-01    2.143508E-01
     y             1    7.814249E-01    3.165817E-01
     y             1    2.231740E-01    1.477506E-01
     y             1   -1.712179E-01    2.272523E-01
     y             1    5.265717E-01    1.254379E-01
     y             1    2.024723E-01    2.491105E-01
     y             1   -7.806180E-02    2.528490E-01
     y             1   -5.282364E-01    8.139779E-02
     y             1   -1.162993E-01    1.177362E-01
     y             1    1.741435E-01    2.525471E-01
     y             1    4.090372E-01    1.584772E-01
     y             1    3.981033E-01    1.497847E-01
     y             1    6.827771E-01    2.220126E-01
     y             1    9.952221E-02    2.421155E-01
     y             1   -1.336832E-01    2.060421E-01
     y             1    1.027734E-01    1.780121E-01
     y             1    1.440912E-01    1.676031E-01
     y             1    7.953203E-02    3.949622E-02
     y             1   -2.442513E-01    1.075191E-01
     y             1   -1.003500E-01    3.068570E-01
     y             1   -3.418547E-01    2.222146E-01
     y             1    5.232453E-01   -2.132997E-02
     y             1   -2.820221E-01    2.408896E-01
     y             1    4.100541E-01    2.012560E-01
     y             1    1.294746E-01    2.082561E-01
     y             1    1.076636E+00    1.312091E-01
     y             1    6.060114E-01    5.684997E-02
     y             1    2.321834E-01    1.907648E-01
     y             1    3.123372E-01    2.642131E-01
     y             1    1.321483E-01    2.854307E-01
     y             1   -2.833604E-01    1.718095E-01
     y             1   -6.816940E-02    8.399472E-02
     y             1    3.780455E-01    2.611909E-01
     y             1    7.363368E-01    2.314602E-01
     y             1   -3.070392E-02    1.445295E-01
     y             1   -8.850541E-01    9.814370E-02
     y             1    1.830031E-01    1.500951E-01
     y             1    8.337125E-01    2.202644E-01
     y             1    2.904574E-01    2.483621E-01
     y             1   -2.173907E-01    2.060913E-01
     y             1    1.044568E-01    3.171660E-01
     y             1    2.399020E-01    1.408432E-01
     y             1   -7.691764E-01    1.906601E-01
     y             1    9.737474E-01    2.844864E-01
     y             1    1.028980E-01    1.974475E-01
     y             1    7.208031E-01    1.970579E-01
     y             1   -3.606658E-01    2.382629E-01
     y             1    1.990034E-01    1.184200E-01
     y             1    8.708818E-01    1.610340E-01
     y             1    2.590194E-01    7.872845E-02
     y             1    1.491531E-01    2.346603E-01
     y             1    3.430229E-01    1.164457E-01
     y             1   -4.159961E-02    3.107451E-01
     y             1    5.498282E-01    1.178119E-01
     y             1    1.263639E-01    2.450965E-01
     y             1    2.280203E-01    2.351014E-01
     y             1   -4.715211E-01    1.385184E-01
     y             1    3.668715E-01    1.485157E-01
     y             1   -6.205830E-02    1.591995E-01
     y             1    5.530377E-01    1.191121E-01
     y             1    5.737728E-01    1.397131E-01
     y             1    5.764142E-01    2.423267E-01
     y             1    1.645510E-01    1.356927E-01
     y             1    9.740996E-01    2.434975E-01
     y             1    4.131169E-01    2.996227E-01
     y             1    4.466276E-01    3.220183E-01
     y             1    3.437218E-01    1.524170E-01
     y             1    4.062059E-01    1.759397E-01
     y             1    5.189243E-01    1.573399E-01
     y             1    5.083175E-01    2.711030E-01
     y             1   -2.892222E-03    1.682728E-01
     y             1    3.173541E-01    1.617968E-01
     y             1    3.129436E-01    3.859918E-02
     y             1    3.260068E-01    4.624732E-01
     y             1   -3.931999E-01    2.518937E-01
     y             1   -4.605435E-01    2.000794E-01
     y             1   -4.646934E-01    1.636247E-01
     y             1   -1.953397E-01    1.233043E-01
     y             1    7.795353E-03    1.348612E-01
     y             1   -8.732568E-01    2.562918E-01
     y             1    1.955765E-01    2.361998E-01
     y             1   -1.122536E+00    1.066643E-01
     y             1   -5.058709E-01    2.068474E-01
     y             1    2.673997E-01    9.459767E-02
     y             1    2.972771E-01    2.072935E-01
     y             1    6.962344E-01    2.535260E-01
     y             1    2.374102E-01    1.975413E-01
     y             1    2.639950E-03    1.378608E-01
     y             1    5.353441E-01    2.767183E-01
     y             1    1.301083E-01    1.818128E-01
     y             1   -2.036730E-01    1.770604E-01
     y             1    1.603924E-01    3.513340E-01
     n             1              NA    1.019101E-01
     y             1    7.087731E-01    1.887221E-01
     y             1   -8.416195E-03    1.420300E-01
     y             1    8.743791E-01    2.086237E-01
     y             1    3.507829E-01    3.202465E-01
     y             1    7.007336E-01    1.260797E-01
     y             1   -2.840192E-01    2.260757E-02
     y             1   -9.438073E-01    9.044482E-02
     y             1   -2.236862E-01   -2.883733E-02
     y             1    9.706333E-01    2.031280E-01
     y             1    9.217283E-01    2.576639E-01
     y             1   -1.291824E+00    9.828197E-02
     y             1   -4.429832E-01    4.772585E-02
     y             1    2.139056E-01    1.272448E-01
     y             1    5.926227E-01    2.079475E-01
     y             1    5.072080E-01    2.621375E-01
     y             1    4.424795E-01    4.003309E-01
     y             1   -2.267184E-01    9.660657E-02
     y             1    2.398892E-01    1.583673E-01
     y             1   -7.486011E-02    2.867169E-01
     y             1    1.684488E-01    2.125493E-01
     y             1    8.461540E-01    3.062967E-01
     y             1   -2.709355E-01    2.107506E-01
     y             1    5.242990E-01    1.913377E-01
     y             1   -1.896454E-01    3.068555E-02
     y             1    4.890402E-01    3.150538E-01
     y             1    7.459789E-01    1.657182E-01
     y             1    1.404340E-01    2.215849E-01
     y             1    2.475911E-01    5.583238E-02
     n             1              NA    1.948672E-01
     y             1    3.141310E-02    5.386036E-02
     y             1    5.004435E-01    1.969070E-01
     y             1   -9.977072E-01    1.968351E-01
     y             1   -3.375018E-01    1.161845E-01
     y             1    4.349911E-01    2.833556E-01
     y             1    1.003100E-01   -5.611604E-02
     y             1   -4.519991E-02    3.123231E-01
     y             1    1.784498E-01    3.686911E-01
     y             1    8.397468E-02    1.408119E-01
     y             1   -4.675443E-01    1.605966E-01
     y             1    2.347685E-01    1.876800E-01
     y             1   -3.978241E-02    3.288135E-01
     y             1   -6.487672E-01    3.424559E-01
     y             1    8.547982E-01    1.591953E-01
     y             1    3.006821E-01    1.859194E-01
     y             1   -5.989942E-02    1.247512E-01
     y             1    3.158726E-01    1.658354E-01
     y             1    7.942309E-01    1.525034E-01
     y             1    1.587253E-01    2.340298E-01
     y             1    7.559749E-03    2.244822E-01
     y             1   -8.392672E-01    7.947592E-02
     y             1    2.331536E-01    1.733892E-01
     y             1    5.321307E-03    1.152752E-01
     y             1   -5.682619E-02    1.653693E-01
     y             1    6.143680E-01    2.289322E-01
     y             1   -9.379575E-02    1.415161E-01
     y             1    4.621868E-01    2.037797E-01
     y             1   -4.236750E-01    7.762864E-02
     y             1    3.481586E-01    2.807159E-01
     y             1    1.204439E-01    1.379518E-01
     y             1   -1.573132E-01    2.066290E-01
     y             1   -9.748507E-02    1.086167E-01
     n             1              NA    1.250299E-01
     y             1    7.881466E-01    3.913156E-01
     y             1    3.057167E-01    8.357579E-02
     y             1   -2.380767E-01    1.421839E-01
     y             1    4.113899E-01    3.068531E-01
     y             1    8.881926E-03    2.209602E-01
     y             1    1.589839E-01    4.097322E-01
     y             1    2.123694E-01    1.405451E-01
     y             1    5.688378E-01    2.439630E-01
     y             1    7.186158E-01    3.414052E-01
     y             1   -2.379860E-01    5.915001E-02
     y             1    2.829033E-01    1.549144E-01
     y             1    5.034092E-01    2.364126E-01
     y             1   -5.164703E-02    1.184067E-01
     y             1    6.223031E-03   -4.421687E-02
     y             1    8.348030E-01    1.432444E-01
     y             1    4.061805E-02    2.006827E-01
     y             1    1.648913E-01    2.141020E-01
     y             1   -3.038637E-01    1.821082E-01
     y             1   -7.225897E-02    2.032486E-01
     y             1   -6.574062E-01    1.058445E-01
     y             1    3.616409E-01    1.928322E-01
     y             1    3.116876E-01    1.086214E-01
     y             1    2.608480E-01    1.300695E-01
     y             1    4.701826E-01    2.408717E-01
     y             1    3.405014E-01    1.886170E-01
     y             1    4.316936E-01    3.266325E-01
     y             1    9.154323E-02    8.171656E-02
     y             1    1.293431E-01    3.121139E-01
     y             1    3.056420E-01    8.680741E-02
     y             1    3.696378E-01    6.791752E-02
     y             1   -5.532500E-01    2.337496E-01
     y             1    2.173729E-01    1.589417E-01
     y             1   -2.478599E-01    2.252763E-01
     y             1    7.550518E-01    2.547589E-01
     y             1   -2.664279E-02    1.347148E-01
     y             1   -2.195851E-01    1.260001E-01
     y             1    2.327712E-02    2.305739E-01
     y             1   -1.270835E-01    1.068030E-01
     y             1   -5.660190E-01    3.143789E-02
     y             1    8.406026E-02    1.985721E-01
     y             1   -1.252588E-01    2.233369E-01
     y             1    3.568419E-01    2.663137E-01
     y             1    6.487006E-01    2.471605E-01
     y             1    5.337501E-01    6.131519E-02
     y             1   -7.821949E-02    2.237717E-01
     y             1    2.220121E-03    1.550888E-01
     n             1              NA    1.272690E-01
     y             1   -1.830711E-01    1.514497E-01
     y             1    1.550028E-01    4.142347E-01
     y             1    2.509818E-01    6.524563E-02
     y             1   -1.264969E-01    8.882599E-02
     y             1    3.068733E-01    2.054799E-01
     y             1   -2.406931E-01    2.721716E-01
     y             1    1.602263E-01    2.657292E-01
     y             1    7.525759E-01    3.009265E-01
     y             1    2.650839E-01    3.336787E-01
     y             1    2.128500E-01    1.725039E-01
     y             1    5.779668E-01    1.121247E-01
     y             1    3.635034E-01    2.025868E-01
     y             1    5.401387E-01    6.883662E-02
     y             1    8.743555E-01    9.913206E-02
     y             1    1.787097E-01    1.614190E-01
     y             1   -1.233964E-01    1.741701E-01
     y             1    2.391447E-01    2.500892E-01
     y             1    2.404522E-01    1.697796E-01
     y             1    8.660114E-01    1.082836E-01
     y             1    5.558423E-01    1.018371E-01
     y             1    3.096534E-01    2.375937E-01
     y             1    5.050487E-01    3.021551E-01
     y             1   -3.153000E-01    1.616739E-01
     y             1    2.516397E-01    1.860708E-01
     y             1    2.804819E-01   -1.794914E-03
     y             1    1.538444E-01    1.201827E-01
     y             1   -2.347186E-01    2.440941E-01
     y             1    5.444240E-01    1.344128E-01
     y             1   -1.346356E-01    1.705440E-01
     y             1    3.066775E-01    1.801062E-01
     y             1    4.757473E-01    2.403682E-01
     y             1    1.728787E-01    1.243907E-01
     y             1    1.379349E-01    1.288548E-01
     y             1    4.000470E-01    2.457561E-01
     y             1    1.656150E-01    1.620341E-01
     y             1    5.261294E-01    3.370073E-01
     y             1    1.904096E-01    1.695107E-01
     y             1    3.463973E-02    1.229267E-01
     y             1   -3.000544E-01    2.007250E-01
     y             1    1.498761E-01    1.288087E-01
     y             1    2.366049E-01    1.965960E-01
     y             1    8.913353E-01    3.017370E-01
     y             1    9.711609E-02    2.080463E-01
     n             1              NA    8.134479E-02
     y             1    4.326377E-01    1.451430E-01
     y             1   -2.401781E-01    1.798288E-01
     y             1   -9.808155E-02   -6.663336E-02
     y             1    7.431263E-01    2.007727E-01
     y             1    5.111484E-01    3.932447E-01
     y             1    1.029725E+00    2.472204E-01
     y             1   -1.113467E+00    4.620204E-02
     y             1    6.205232E-01    7.616915E-02
     y             1    5.220728E-01    1.833877E-01
     y             1   -3.034701E-01    1.210662E-01
     y             1    7.549735E-01    3.268552E-01
     y             1   -4.646753E-02    1.486359E-01
     y             1   -1.993178E-01    2.137948E-01
     y             1    2.995008E-02    1.609425E-01
     y             1    1.247461E-01    1.470261E-01
     y             1    1.527076E-01    1.514600E-01
     y             1   -5.308375E-02    1.270780E-01
     n             1              NA    1.327636E-01
     y             1    2.873880E-01    1.990275E-01
     y             1    7.824719E-02    4.957877E-02
     y             1   -3.546815E-03    1.839698E-01
     y             1    5.447281E-01    2.024401E-01
     y             1    6.974100E-01    2.192716E-01
     y             1    3.619622E-01    2.393861E-01
     y             1   -3.725873E-01    8.009621E-02
     y             1   -1.084236E-01    2.841713E-01
     y             1    3.745620E-02    2.047051E-01
     y             1   -2.555843E-01    2.604161E-01
     y             1    4.598418E-01    2.637341E-01
     y             1    2.895172E-01    4.240176E-02
     y             1   -6.953235E-01    1.170819E-01
     y             1    6.480080E-01    1.333997E-01
     n             1              NA   -2.836664E-02
     y             1    9.558032E-01    1.267642E-01
     y             1    3.451155E-01    9.850993E-02
     y             1   -4.337555E-02    2.374694E-01
     y             1    5.287535E-01    4.076830E-01
     n             1              NA    1.879703E-01
     y             1    2.877337E-01    2.220997E-01
     y             1    3.188800E-01    2.606799E-02
     y             1    3.747918E-01    2.246731E-01
     n             1              NA    6.780800E-03
     y             1    5.659090E-01    7.466403E-02
     y             1   -3.484642E-01    9.270074E-03
     y             1    2.057933E-01    2.138466E-01
     y             1    2.653571E-01    1.407237E-01
     y             1   -1.471606E-01    1.160171E-01
     y             1   -3.884093E-01    1.636306E-01
     n             1              NA    4.141988E-02
     y             1    3.555027E-01    1.670223E-01
     n             1              NA    4.553177E-01
     y             1    1.313355E-01    1.404460E-01
     y             1   -4.724583E-01    1.257247E-01
     y             1    2.810080E-01    1.121987E-01
     y             1    9.683585E-02    1.272189E-01
     y             1   -4.254032E-01    1.350608E-01
     y             1    7.720343E-01    1.683980E-01
     y             1    3.501494E-02    1.497625E-01
     y             1    7.294421E-02    1.591467E-01
     y             1   -1.538631E-01    6.993818E-02
     y             1    4.741144E-02    2.044615E-01
     y             1    1.000620E-01    9.871328E-02
     y             1   -2.914868E-01    2.129749E-01
     y             1   -9.437158E-02    4.536420E-02
     y             1    2.799303E-02    6.303157E-02
     y             1    5.527401E-01    2.742200E-01
     y             1    1.908917E-01    2.194162E-01
     y             1    1.750626E-01    2.038068E-01
     y             1    3.565809E-01    2.466841E-01
     y             1    6.283537E-02    1.443123E-01
     y             1    6.018592E-01    1.785258E-01
     y             1   -2.841286E-01    3.474633E-02
     y             1    4.245728E-02    3.839737E-01
     y             1   -1.227636E-02    4.907713E-02
     y             1    5.976392E-02    2.720377E-01
     y             1    1.403170E-01    2.108799E-01
     y             1   -3.690599E-01    1.708611E-01
     y             1    3.925585E-01    1.287731E-01
     y             1    5.473603E-01    1.706139E-01
     y             1    2.424198E-01    1.784115E-01
